Task,Model,ProgressPercent,CumulativeMAE_pct
SOH,Quantized,9,1.5395668849183841
SOH,Quantized,10,1.5032607770730357
SOH,Quantized,11,1.563801903920911
SOH,Quantized,12,1.600172264203545
SOH,Quantized,13,1.5556354942378696
SOH,Quantized,14,1.4994177408624152
SOH,Quantized,15,1.461273368844294
SOH,Quantized,16,1.4276297916762428
SOH,Quantized,17,1.3976322745484231
SOH,Quantized,18,1.3713050326501315
SOH,Quantized,19,1.342270465522311
SOH,Quantized,20,1.2886672744797854
SOH,Quantized,21,1.2389025227717969
SOH,Quantized,22,1.1844918003553566
SOH,Quantized,23,1.1384260206697838
SOH,Quantized,24,1.1048502038368564
SOH,Quantized,25,1.0788305771208744
SOH,Quantized,26,1.0579682147371106
SOH,Quantized,27,1.0487192848167404
SOH,Quantized,28,1.0699804620683402
SOH,Quantized,29,1.0551100411059648
SOH,Quantized,30,1.0337420541568594
SOH,Quantized,31,1.0179790886944329
SOH,Quantized,32,1.0060595716575589
SOH,Quantized,33,0.99563375417310929
SOH,Quantized,34,0.9859308034789519
SOH,Quantized,35,1.0066521275075173
SOH,Quantized,36,1.042702284898793
SOH,Quantized,37,1.0355306757875176
SOH,Quantized,38,1.0152808897885375
SOH,Quantized,39,0.99017525839802134
SOH,Quantized,40,0.96967066886208675
SOH,Quantized,41,0.95444156932945612
SOH,Quantized,42,0.96902891368363708
SOH,Quantized,43,0.99721199032339247
SOH,Quantized,44,0.98737508467106816
SOH,Quantized,45,0.97719349833343838
SOH,Quantized,46,0.970650153759687
SOH,Quantized,47,0.95809152121926056
SOH,Quantized,48,0.94916640603748959
SOH,Quantized,49,0.94632187115899435
SOH,Quantized,50,0.94102902138781475
SOH,Quantized,51,0.9770801986173957
SOH,Quantized,52,1.0391459184986229
SOH,Quantized,53,1.0973683673222008
SOH,Quantized,54,1.150784199001488
SOH,Quantized,55,1.1985118307276923
SOH,Quantized,56,1.2364167772779366
SOH,Quantized,57,1.2708472592667348
SOH,Quantized,58,1.3134402224557606
SOH,Quantized,59,1.3628709110077026
SOH,Quantized,60,1.4118339478492541
SOH,Quantized,61,1.4563694514365202
SOH,Quantized,62,1.4981344631899871
SOH,Quantized,63,1.5300890618337997
SOH,Quantized,64,1.5481610800479249
SOH,Quantized,65,1.5699815174828229
SOH,Quantized,66,1.5997699948281412
SOH,Quantized,67,1.62911881046309
SOH,Quantized,68,1.6573292398761128
SOH,Quantized,69,1.6803257644361149
SOH,Quantized,70,1.6974731062299586
SOH,Quantized,71,1.701548430539229
SOH,Quantized,72,1.6971042235720954
SOH,Quantized,73,1.690063105458379
SOH,Quantized,74,1.6810775215046916
SOH,Quantized,75,1.670324833936224
SOH,Quantized,76,1.6567083598608843
SOH,Quantized,77,1.64112450577907
SOH,Quantized,78,1.6221698100747646
SOH,Quantized,79,1.605412293561155
SOH,Quantized,80,1.5905285123226776
SOH,Quantized,81,1.5741851331484418
SOH,Quantized,82,1.5563915932438921
SOH,Quantized,83,1.5381384073051756
SOH,Quantized,84,1.5211088727289068
SOH,Quantized,85,1.5109654873691369
SOH,Quantized,86,1.5017959595224382
SOH,Quantized,87,1.4865972041952624
SOH,Quantized,88,1.4714856969250729
SOH,Quantized,89,1.4584563832178636
SOH,Quantized,90,1.4474363680843927
SOH,Quantized,91,1.438185091130098
SOH,Quantized,92,1.4329924266824865
SOH,Quantized,93,1.4297585324271054
SOH,Quantized,94,1.42326478084985
SOH,Quantized,95,1.4171036272128292
SOH,Quantized,96,1.4124481051615723
SOH,Quantized,97,1.4094077454420069
SOH,Quantized,98,1.407938351075388
SOH,Quantized,99,1.4088684737469956
SOH,Quantized,100,1.410283121108505
