"Task","Variant","ValueName","BinCenter","Density"
"SOH","Base","Weight","-0.37514214544444435","0.39826710097619566"
"SOH","Base","Weight","-0.31742796922222238","0.40735880397882285"
"SOH","Base","Weight","-0.25971379299999997","0.40937918242385113"
"SOH","Base","Weight","-0.201999616777778","0.41569286506456443"
"SOH","Base","Weight","-0.14428544055555559","0.42857277765161955"
"SOH","Base","Weight","-0.086571264333333176","0.42402692615030596"
"SOH","Base","Weight","-0.028857088111111207","0.41645050698145003"
"SOH","Base","Weight","0.028857088111111207","0.43337117645856171"
"SOH","Base","Weight","0.086571264333333176","0.44018995371053204"
"SOH","Base","Weight","0.14428544055555559","0.42251164231653476"
"SOH","Base","Weight","0.201999616777778","0.43463391298670434"
"SOH","Base","Weight","0.25971379299999997","0.41038937164636524"
"SOH","Base","Weight","0.31742796922222238","0.40710625667319433"
"SOH","Base","Weight","0.37514214544444435","0.37907350574842719"
"SOH","Base","Weight","0.43285632166666677","0.40003493211559538"
"SOH","Base","Weight","0.49057049788888873","0.37124453927394269"
"SOH","Base","Weight","0.54828467411111115","0.37250727580208537"
"SOH","Base","Weight","0.60599885033333356","0.33412008534654841"
"SOH","Base","Weight","0.66371302655555553","0.31416884820189439"
"SOH","Base","Weight","0.72142720277777794","0.32502838234392128"
"SOH","Base","Weight","0.77914137899999991","0.30558223981052429"
"SOH","Base","Weight","0.83685555522222232","0.27199344816192944"
"SOH","Base","Weight","0.89456973144444429","0.25229475832290393"
"SOH","Base","Weight","0.95228390766666671","0.25027437987787565"
"SOH","Base","Weight","1.0099980838888891","0.20910916906042487"
"SOH","Base","Weight","1.0677122601111111","0.21643304092365231"
"SOH","Base","Weight","1.1254264363333335","0.20279548641971157"
"SOH","Base","Weight","1.1831406125555555","0.18713755347074254"
"SOH","Base","Weight","1.2408547887777779","0.17299490435554474"
"SOH","Base","Weight","1.2985689650000003","0.1570844241009472"
"SOH","Base","Weight","1.3562831412222223","0.14420451151389202"
"SOH","Base","Weight","1.4139973174444447","0.13309243006623661"
"SOH","Base","Weight","1.4717114936666671","0.10960553064278308"
"SOH","Base","Weight","1.5294256698888886","0.10329184800206977"
"SOH","Base","Weight","1.587139846111111","0.10177656416829858"
"SOH","Base","Weight","1.6448540223333334","0.072481076715388809"
"SOH","Base","Weight","1.7025681985555559","0.071470887492874682"
"SOH","Base","Weight","1.7602823747777783","0.070713245575989084"
"SOH","Base","Weight","1.8179965509999998","0.06869286713096083"
"SOH","Base","Weight","1.8757107272222222","0.062126637184618985"
"SOH","Base","Weight","1.9334249034444446","0.047731440763792633"
"SOH","Base","Weight","1.991139079666667","0.049751819208820894"
"SOH","Base","Weight","2.0488532558888894","0.038134643149908401"
"SOH","Base","Weight","2.106567432111111","0.033588791648594817"
"SOH","Base","Weight","2.1642816083333334","0.027527656313510038"
"SOH","Base","Weight","2.2219957845555558","0.027527656313510038"
